bedrooms,sqft_living,price
3,2590,695000
4,2250,440000
4,4040,1388000
3,1090,219500
3,1660,220000
2,1780,270000
4,3370,900000
5,4480,1990000
4,2990,800000
5,2280,365000
3,2480,1387800
5,2830,451000
2,920,202000
4,3250,1410000
2,1240,471000
4,3230,827000
5,2500,235000
2,1390,216500
5,1940,359000
3,1900,252500
3,2380,370000
3,1480,663000
4,3460,971971
3,1444,420000
4,1930,330675
4,1200,240000
3,1769,334888
3,2490,414000
4,3060,782900
4,3030,525000
3,2370,429900
3,1370,390000
3,1500,224000
3,1715,257500
2,1110,665000
5,2400,327000
3,1520,425000
4,3190,687500
3,2400,672500
3,1060,140000
2,1220,215500
4,2020,464900
4,2300,417000
4,2300,453000
3,1660,700000
4,3900,1619999
3,1650,259500
4,2110,460000
3,1960,561500
4,2770,641000
4,2440,330000
2,1320,447000
4,2570,320000
2,940,212700
2,700,260000
3,1400,410000
4,1890,355000
2,720,275500
3,2410,415000
3,1630,279000
5,2330,350000
2,1330,355000
4,3190,750000
3,1400,235000
3,970,209950
3,1010,230000
3,3580,725000
2,1050,430000
5,2500,661500
3,2630,738000
4,6640,1820000
3,910,221000
3,2610,665000
3,1720,255000
5,3650,1195000
3,2040,355000
5,3260,755000
3,1590,300000
4,1440,500000
2,900,191000
6,3120,315000
3,1060,415000
4,3000,394000
3,2230,490000
5,1890,523460
4,4150,550000
3,1780,342000
4,2710,560000
4,4390,1050000
2,1640,710000
3,1670,1020000
3,2570,399950
2,1500,480000
3,2710,410000
4,2860,530000
2,840,528000
4,2990,469900
5,1170,397000
3,1200,718500
2,1020,195000
2,910,285000
1,700,295000
4,2420,602000
3,1950,235000
4,3060,465000
4,1390,234000
2,1200,504200
3,2440,710000
3,2310,589500
3,2600,415000
3,1490,735000
3,2432,427000
4,3610,982000
4,2530,459000
4,2790,483453
3,1670,246950
1,1170,235000
4,1350,288790
2,1110,229800
1,1100,516500
3,2820,1600000
3,1040,234000
2,1910,230000
4,1370,300000
3,1500,470000
3,1200,339900
2,1050,650000
5,2670,585000
4,2190,699900
4,3130,598000
3,1700,475000
3,1700,314500
3,1360,397000
3,1610,345000
5,2130,325000
3,1800,265000
4,2950,402000
3,2120,835000
4,3500,780000
3,1440,250000
4,2120,1200000
2,1780,935000
2,960,300000
2,1510,419000
1,1010,410000
3,3790,1165000
3,3600,461000
3,1300,385000
4,2500,669500
3,2090,491950
3,2200,1230000
3,2070,560000
3,1320,370000
4,1360,263400
2,930,100000
3,1760,289950
3,1410,263000
4,2570,397500
3,1300,245000
3,1580,535000
4,2960,449000
4,2330,490000
4,2070,445800
2,970,345000
3,2310,327500
4,2290,436500
3,1720,550000
2,1190,441000
2,870,406500
2,1068,243000
4,2140,359500
4,3300,760000
5,4830,1925000
5,2820,408000
4,2440,480000
4,1800,875000
3,1010,308000
4,3220,880000
5,5000,1730000
2,1200,170000
3,1470,491500
3,2600,515000
4,2750,550000
2,1320,255000
3,3350,635000
3,2650,850000
2,1860,265000
3,960,349810
4,2010,972000
2,900,235000
4,2340,330000
4,3720,500000
3,1890,570000
4,2680,1309500
3,1460,544000
3,3180,439000
4,1980,530000
2,1090,427500
4,2230,337000
4,3330,1095000
4,1880,435000
5,2870,765000
4,2120,492650
4,2700,383962
4,3670,950000
3,1220,457000
5,4390,1510000
4,3560,882566
4,3530,963000
4,2280,345000
4,4350,2065000
3,3830,800000
3,2050,314500
3,3660,530000
4,3350,650000
3,1270,349500
4,3400,1198000
3,1200,165050
3,2200,580000
3,1680,330000
5,3840,875000
2,950,500000
4,2280,445000
4,1970,274900
3,1620,219950
4,2600,691500
2,1250,459500
4,2130,955500
4,2550,328950
3,1150,307000
3,1040,382500
4,3340,1150000
6,2630,1297000
3,1640,478000
2,770,260000
4,4350,850000
4,1700,616000
3,2050,540000
3,1660,300000
3,1990,507500
5,7050,3800000
3,1770,241000
3,2440,485000
3,2620,695000
4,2440,548000
2,1080,345000
3,1090,280000
3,1400,450000
3,2010,515000
3,1640,1014250
5,3290,739900
2,2510,600000
2,860,370000
4,2840,729032
3,1750,510000
3,1300,425000
3,3890,1080000
3,1460,337000
4,1410,563000
4,3770,1695000
3,1190,245000
3,1410,590000
3,2500,695000
2,800,402500
3,2530,435000
3,2570,660000
3,2090,300000
5,2980,600000
3,1170,205000
3,2080,357500
5,3350,1110000
2,1050,332888
2,900,174000
2,1050,515000
5,3740,392000
4,1430,485000
3,1400,217500
3,1600,502000
3,2880,820000
3,3140,1640000
2,820,102500
5,5190,925000
4,2180,540000
2,910,600000
4,1580,406000
4,2130,620000
4,4570,1060000
3,1240,401000
3,1860,725000
1,370,276000
5,3130,500000
3,2530,375000
4,3970,2300000
3,1920,260000
4,2970,1565000
4,2300,431000
4,1830,321000
4,1550,433000
4,4080,920000
3,1710,482000
3,2375,712000
4,2200,505000
3,3530,2367000
3,1110,452000
4,1630,581000
4,2550,952500
4,2500,808000
4,2890,476000
4,1420,535000
4,4270,1356925
3,2390,629800
4,2530,417838
4,2701,399895
4,3990,825000
4,2303,300000
2,1540,640000
3,1450,460000
2,1160,525000
4,2910,499990
4,3770,1020000
5,2900,675000
3,1540,512031
2,700,310000
3,3280,1075000
4,2430,255000
3,1900,435000
3,1660,453000
4,1620,260000
4,2090,659000
3,1110,223000
5,3760,851000
3,2080,605000
4,1950,895000
5,2570,519000
3,2330,535000
3,3700,489000
3,1920,250000
3,1900,580000
4,1440,1038000
4,2940,605000
4,2500,599950
3,2490,700000
3,1470,480000
4,2120,329950
3,1200,250000
5,2450,345000
4,1780,175000
5,1590,185000
4,2370,411000
3,1760,690000
4,1940,265000
4,3550,720000
4,2050,256000
4,1680,255000
3,1320,540000
3,1550,481015
3,2680,575000
3,2390,339950
4,2040,475000
3,2670,732000
4,1880,860000
4,2400,389000
3,2270,645000
4,1850,475000
4,2160,550000
2,2160,305000
2,1570,782000
3,1340,545000
4,3002,394500
5,2190,600000
4,2610,1300000
2,1010,300000
4,2105,330000
4,2430,723000
4,4040,2271150
5,2160,480000
2,900,496000
3,1820,625000
4,2100,475000
3,1520,275250
2,1310,253000
4,2190,630000
5,2950,660500
5,1870,262000
3,4660,2147500
3,1840,552000
2,3180,1411600
2,1500,736000
3,1730,355000
3,1580,305000
4,1540,484998
4,3390,1054690
2,830,334500
4,2620,475000
3,2242,309780
4,2890,795000
3,1450,274500
2,800,265050
3,2280,567500
3,3850,915000
5,2270,285000
3,2250,445838
4,2600,304900
4,2490,940000
4,3160,1127000
4,4930,835000
3,1440,290000
3,1770,250000
4,2300,342000
4,2980,1012000
4,2230,400000
3,1830,312500
3,1740,267000
3,1530,575000
3,1520,810000
3,3230,850000
3,3620,1015000
4,5070,1100000
3,1570,240000
4,2080,198000
4,2230,565000
5,3420,1195000
8,2790,340000
4,3150,815000
4,3930,1875000
5,2190,588000
4,1890,280500
4,1900,390000
2,1930,509000
3,3316,490600
3,1380,650000
3,2080,715000
3,1240,529950
3,1020,265000
3,2360,1755000
3,2780,1140000
3,2300,610000
4,2020,554729
5,1840,395000
3,1390,341000
4,2060,264500
4,2640,395000
3,1980,640000
3,1810,430000
4,1700,410000
4,1200,220000
4,2980,1625000
2,1350,405500
4,2360,633000
2,1190,295950
4,4110,1042031
4,2800,605000
2,920,255000
3,1530,474000
2,860,370000
3,1520,288000
2,660,100000
5,3580,1150000
5,3000,600000
5,2740,515000
4,2040,345000
6,2520,975000
3,2470,850000
3,1930,439990
3,2950,554950
3,2610,605000
3,1630,609000
3,1400,425000
2,1410,399900
4,4370,1025000
4,5010,2351956
4,2590,519995
3,1300,625000
3,2320,600000
4,2700,1200000
4,2920,1738000
4,3130,671000
3,1470,459500
3,1540,499000
4,3160,1280000
3,1480,395000
5,3595,861990
2,1190,382500
4,2340,404950
3,1320,530000
2,1190,195000
4,2350,747500
3,1100,199990
4,1660,548800
4,3040,870000
3,1860,588000
4,4100,775000
6,4050,670000
2,1240,445000
4,2200,300000
3,1680,480000
3,930,300000
3,1800,360000
6,3000,527000
3,1820,875000
4,1995,266000
4,3990,866000
2,800,335950
3,960,215000
4,2286,481000
3,2220,320000
3,1940,295000
3,1640,295000
3,1120,320000
4,2600,780000
3,1490,437500
5,1650,443000
4,2400,575000
2,1500,245000
3,1990,450000
2,1130,536000
3,2030,685000
4,1590,373000
3,1480,450000
4,2690,645000
3,3870,1275000
3,1390,230000
3,1830,593000
2,1580,558000
3,2590,538250
5,2510,475000
3,1180,209950
3,1450,410000
3,3110,1636000
5,2860,670000
3,2760,821000
5,2800,665000
3,1450,339000
4,2530,631500
3,1640,570000
3,2220,437000
3,2040,542500
3,1230,229500
2,1060,170500
3,1920,391500
3,1520,296475
4,3770,1450000
3,3540,888550
4,5430,1360000
3,2250,328000
4,2090,300000
3,1720,500000
3,1910,494815
3,1601,378000
2,1060,505000
4,2330,680000
3,2370,351999
3,1420,510000
4,2360,1300000
2,1260,374000
3,3030,509900
3,1140,230000
5,2820,527700
2,1270,438000
3,3180,900000
3,2790,1131000
4,2570,439000
2,1080,315000
4,3010,765000
3,2120,332000
3,1900,600000
3,2860,378500
3,910,190000
4,2850,645000
2,2560,780000
3,1570,370000
4,3110,875000
4,4740,1049000
3,1340,479000
4,2600,245000
3,1070,542000
3,1820,557500
2,1060,480000
3,2220,330000
3,1350,160000
5,2510,695500
5,2340,235500
3,1060,326500
4,2200,300000
3,1400,267000
3,1520,292600
5,1810,362000
2,2360,1087500
2,1210,357562
3,3420,789900
3,1810,513000
3,2760,336000
4,1950,560000
3,3830,1150000
4,2060,410000
3,1650,371500
4,2100,368000
4,3720,650000
4,1920,308950
3,1860,440000
2,2290,630000
3,1200,228950
4,5270,782000
3,1600,245000
4,2560,410000
2,880,427550
2,1020,235000
3,960,210000
4,1900,485000
3,1320,410000
4,2230,435000
3,1150,300000
4,3440,455000
3,1070,210000
4,2250,1050000
4,1910,458400
3,1180,390000
3,1400,148226
4,3580,711600
3,3176,819000
2,1170,613000
2,1570,592350
3,1460,232000
3,1140,250000
1,1150,115000
4,3180,1115000
4,2630,585000
3,1940,580000
1,850,165000
3,1550,430000
3,2090,383000
4,3960,1195000
3,1320,201500
4,3220,690000
2,800,325000
3,1660,375000
4,2250,600000
3,2120,340000
4,2310,890000
4,1920,415000
3,1550,255000
2,1785,530000
3,1830,468000
5,3500,970000
3,2560,599000
4,1360,399500
4,6500,2458000
4,3150,1205000
2,810,325000
5,7320,1135250
4,2790,568000
2,1920,517000
4,2530,469950
3,3490,1675000
6,4710,2180000
3,2050,623000
4,2410,720000
3,1180,205000
2,630,148000
3,3480,950000
3,1010,405000
3,1910,293000
3,2490,550000
4,2150,435000
4,3000,355000
3,2830,673000
4,2680,449990
2,1090,249000
4,1984,380000
4,3090,760005
4,2610,674600
4,3370,812000
4,2250,333490
3,1450,320000
4,3130,999000
2,2700,810000
5,1970,399950
3,1970,550000
3,1950,290000
3,1940,232500
4,3550,1355000
3,2500,565000
4,2910,749950
4,3350,720500
3,2140,507000
5,4030,989000
4,1980,463000
3,1460,310000
4,1880,284000
3,2320,737500
3,2220,569000
3,1410,700000
3,1240,660000
4,2030,275000
6,4000,570000
3,490,150000
3,1590,356000
3,2630,610000
2,1350,498800
3,990,226550
4,3710,692500
3,990,250000
4,2510,660000
2,800,295000
4,1600,154950
5,3320,409124
5,1730,287000
4,2000,810000
4,2910,525000
4,1710,525000
3,1200,275000
3,2600,583000
2,1460,237950
4,4260,1065000
4,2100,679000
6,4230,1465000
3,1660,410000
3,1450,306000
4,1860,215000
4,2720,594950
4,2920,1250000
3,1800,305000
2,1320,425000
3,1770,215000
5,2550,480000
4,2150,550000
4,3020,750000
3,960,137124
3,2783,840000
3,2250,624800
3,1710,630000
3,2650,590000
3,1830,599950
3,1460,299880
3,1760,400000
3,1960,560000
4,2010,229000
4,3670,525000
2,2290,737000
3,1780,680000
4,3080,635000
4,3360,740000
3,1370,335500
4,1660,270000
4,4440,1037000
5,2850,450000
3,1530,379000
4,2100,468000
1,730,321500
3,1920,443000
3,1600,340000
4,2380,470000
3,2760,545000
4,1840,415000
7,2580,599000
4,2100,759000
4,1820,300000
5,4830,1681000
3,1550,359000
4,1440,550000
2,930,395000
4,3560,486000
2,840,187000
4,4280,734950
3,1500,284000
4,3650,696000
2,780,380000
4,1600,625000
4,1120,252000
2,1010,560000
4,1970,395000
4,2230,900000
5,4290,2680000
3,3160,625000
3,1850,580000
3,1980,309000
4,3360,412000
3,2660,495000
3,1200,215000
2,2150,741500
3,2820,749000
4,3510,659950
3,1790,530000
4,2700,749000
5,5780,2321000
4,3730,595000
4,2540,487000
4,3300,760000
5,5430,1240000
4,2550,435000
3,1390,374950
3,1270,440000
4,2380,360000
4,3360,879000
5,6070,1550000
2,1240,505000
2,2930,545000
2,2410,600000
6,2980,775000
2,1950,725000
4,2600,610000
4,1170,350000
3,1470,410000
4,1840,639000
4,1560,439000
4,1520,499950
3,2220,800000
4,2800,350000
2,670,279000
3,1720,290256
3,2110,355000
3,1580,263000
6,2640,880000
4,2700,426500
3,2820,735000
4,3340,720000
3,1530,265000
4,3840,840000
3,2320,657500
5,2310,850000
3,1770,436110
2,3160,589900
3,1620,620000
4,1510,254000
3,960,375000
4,1740,455000
4,1470,445000
4,2460,568500
3,1170,352500
2,1210,342500
3,1870,299950
3,1950,425000
4,2570,561000
3,1460,455500
3,2970,400000
4,2040,443500
5,3240,1234582
4,3150,370000
3,1820,475000
4,2130,580000
3,1430,518000
3,2030,525000
4,2000,236000
4,1940,278500
2,880,205425
3,950,248000
3,1670,505000
3,2670,657500
3,2700,670000
1,590,202000
4,2160,440000
4,2700,690000
6,3206,375000
3,1560,291000
3,1400,230000
4,3090,850000
4,2630,84350
3,2190,12899000
4,2100,2110000
4,1120,2199900
4,3260,188000
3,1180,26590000
2,780,7800
4,2200,237227.8571
3,1340,117833.3333
3,1490,0
4,2800,744312.5
4,2600,0
6,3200,0
5,3480,0
3,3020,439333.3333
3,1970,280000
5,1500,0
4,3680,0
3,1570,176225
3,2280,500324
3,1600,444845
3,1680,330000
3,1890,292285.7143
2,520,160000
3,1780,274333.3333
4,2920,537500
3,2430,232333.3333
3,3010,237333.3333
3,1620,346750
2,2200,0
3,2950,1020000
4,2170,0
3,1770,254000
3,1830,238750
4,2380,268971.875
4,2550,642000
3,3720,571986.1111
5,4630,0
5,4430,0
3,1490,554250
4,5030,0
4,2180,0
4,1590,107500
3,1510,300000
4,4210,0
3,1640,540833.3333
4,1840,274750
3,1040,148612.5
3,1250,326428.5714
5,3690,0
4,1530,135333.3333
4,2110,577437.5
3,2150,440825
5,5340,195000
4,2420,257500
4,5010,692000
2,910,176400
3,2200,193000
4,3430,646212.5
4,1860,268971.875
4,3300,0
3,1280,317061.875
3,1490,83300
5,2880,0
4,1310,266066.6667
4,1980,342246.4286
5,2000,0
3,1860,0
4,1990,0
4,1720,240015.3333
3,1370,83300
4,4060,316850
4,1960,259585.5714
4,1720,328211.9048
4,2740,673476.8182
4,1360,0
3,1870,425000
2,720,127160
3,2180,341750
3,1430,178650
2,780,87500
3,1180,282508.8889
3,1300,450385.7143
4,4260,435000
2,2050,532500
3,2930,408900
2,1500,156766.6667
5,5960,452500
2,810,308830.7692
4,2320,484991.6667
2,1090,287919.7826
2,1000,247875
3,2260,309487.5
4,1290,173666.6667
3,2120,237481.25
3,1490,326983.3333
4,2310,790000
1,720,0
3,1840,678333.3333
5,2910,542804.75
4,3270,723243.75
5,3040,667781.25
3,1200,108333.3333
5,2740,0
4,2290,535000
4,2580,596165.4286
3,1590,269187.5
3,1040,148612.5
3,1300,0
5,2090,0
5,2670,341166.6667
4,1540,132500
4,3370,557125
3,1730,228944.4444
3,1640,592105.7143
4,2980,535000
3,1330,420642.8571
4,2192,132250
4,2068,237227.8571
3,1980,440825
3,1710,2560498.333
2,890,423050.9259
4,4280,1337044.2
3,3080,315368.7
4,2070,417985.7143
4,3010,723243.75
4,2030,259950
4,4060,0
3,2340,237333.3333
3,2340,426090
2,1470,458663.8889
4,3700,812650
4,1200,135333.3333
5,2910,0
5,1910,0
3,2880,0
5,3240,0
3,1590,387884.6154
5,3690,437500
3,2480,641633.3333
4,2683,681965.7813
2,1100,229629.5
4,2080,0
3,2210,210614.2857
4,2420,790000
3,1240,435500
3,2300,738190.8571
3,1760,497333.3333
3,2020,300000
4,2500,1036200
2,760,163785.7143
4,1580,351250
3,2670,645325
3,1140,171224.8
5,3870,0
3,2750,540000
3,1570,233166.6667
3,1160,329333.3333
3,2110,225279.4286
3,1270,331366.6667
4,3250,460886.9231
2,940,337945.75
4,2310,0
3,1130,243069.2308
6,3020,0
4,3210,690408.6207
3,2650,592105.7143
3,1150,220083.3333
3,3910,280000
4,3490,297857.1429
5,3330,950833.3333
4,1940,323833.3333
3,1800,309000
3,1880,248400
4,2870,994500
4,1960,0
4,1810,0
2,1490,0
3,5230,0
5,3390,288500
2,880,379509.1667
2,2550,180785.7143
4,3160,950100
4,4550,0
5,3831,542500
2,1240,362750
4,2520,234975
4,2420,672500
4,1250,391400
3,1310,0
3,1410,198995
3,990,278900
3,1000,171758.3333
3,2000,325187.5
2,1120,190368.75
5,3370,375000
3,2210,216000
5,2640,0
3,1150,360500
4,2150,677099.5652
4,4230,405125
3,1570,289987.5
3,1630,264270
4,2770,602761
3,1750,251555.5556
3,1090,214750
2,930,258125
4,2100,0
4,2540,677099.5652
2,810,0
2,1520,0
1,690,167500
4,2370,471500
4,3500,0
2,840,464600
4,1830,132250
3,1370,433111.1111
5,2520,542500
2,2130,0
4,2590,368112.5
4,1820,673476.8182
3,1530,558653.8462
4,4080,0
2,1050,168333.3333
4,1954,268971.875
2,1530,318000
4,1660,550607.1429
6,3830,1288333.333
3,1490,584000
3,1520,0
5,8020,0
3,2470,245000
2,870,287919.7826
4,2110,672500
2,1990,454790
3,1560,282508.8889
3,1740,473200
2,1290,406062.5
4,1700,282766.6667
3,1880,486445.8333
3,1890,486895
3,1620,430277.7778
2,770,229629.5
4,2890,0
3,1040,182805
4,2620,380680.5556
3,1880,396166.6667
4,2530,252980
3,2538,289373.3077
3,1610,210614.2857
3,1510,308166.6667
3,1460,534333.3333
3,3010,416904.1667
4,2090,203400
3,1490,220600
